

я бы	created_time	post_text	сказка	comment_id	comment_text	comment_created_time
3115	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274281846925004	Я для сеанса	2020-04-24T06: 19: 05 + 0000
3116	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_576758572945386	na sch t balla po rk, если вы выберете этот вариант, в будущем будет невозможно получить грант ibo high gpa	2020-04-24T07: 20: 36 + 0000
3117	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274308243589031	берик бахытжанович вы очень умный и грамотный человек, спасибо за ваш вклад в наше образование	2020-04-24T07: 30: 01 + 0000
3118	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274299996923189	сессия о сессии проводится в общем формате часы эссе антиплагиат минутная устная рабочая тетрадь работа антиплагиат дополнительное техническое состояние при отсутствии промежуточного контрольного балла на границе перед началом сезона	2020-04-24T07: 07: 23 + 0000
3119	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274283190258203	Получается, по этому поводу можно написать заявку, поставить на текущую или все таки сеанс нужно дать	2020-04-24T06: 21: 51 + 0000
3120	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_106845140896183	Он позвонил нам, корейцам, чтобы сказать нам, что его вторым языком будет корейский, солгал нам перед ними и сказал, что когда он придет в семестр, он будет изучать французский язык, он сказал, что не может выбрать что-то еще, и мы не сделали этого. Не хочу изучать этот язык.	2020-04-24T07: 03: 40 + 0000
3121	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_1897687957031690	Я не могу быть гостем	2020-04-24T06: 31: 38 + 0000
3122	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_609169466342356	Пожалуйста, вычтите плату за обучение студента до конца мая. Мои родители безработные.	2020-04-24T06: 39: 40 + 0000
3123	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_1897720123695140	не могу отложить экзамен	2020-04-24T07: 35: 13 + 0000
3125	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_576747902946453	Когда был вручен диплом	2020-04-24T06: 49: 20 + 0000
3126	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_1897706480363171	Пожалуйста, вычтите плату за обучение моего студента до конца мая. Пожалуйста, ответьте на вопрос моих родителей.	2020-04-24T07: 09: 18 + 0000
3127	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_576741316280445	У меня вопрос, если иностранцы не могут оплачивать обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы едете в Актау, если нет условий, у нас есть нет Каспийского моря, нет АТФ	2020-04-24T06: 32: 02 + 0000
3128	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537829190249370	как насчет скидок для спортсменов, когда выйдет	2020-04-24T06: 37: 37 + 0000
3129	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_106842560896441	У меня вопрос, если иностранцы не могут оплачивать обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы едете в Актау, если нет условий, у нас есть нет Каспийского моря, нет АТФ	2020-04-24T06: 31: 23 + 0000
3130	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_536234507090967	можете взять второй заказ, сколько скидок для спортсменов курса, уже ждем сентябрь месяц, ответим	2020-04-24T07: 24: 42 + 0000
3131	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_513432482659718	можете взять второй заказ, сколько скидок для спортсменов курса, уже ждем сентябрь месяц, ответим	2020-04-24T07: 22: 41 + 0000
3132	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_620871428771666	можете взять второй заказ, сколько скидок для спортсменов курса, уже ждем сентябрь месяц, ответим	2020-04-24T07: 26: 24 + 0000
3133	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274307630255759	можете взять второй заказ, сколько скидок для спортсменов курса, уже ждем сентябрь месяц, ответим	2020-04-24T07: 28: 06 + 0000
3134	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_1897716930362126	можете взять второй заказ, сколько скидок для спортсменов курса, уже ждем сентябрь месяц, ответим	2020-04-24T07: 28: 46 + 0000
3135	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_609172013008768	почему должно быть больше, чем страница курса, будут темы, которые не доходят до страницы и даже могут поместиться на странице	2020-04-24T06: 47: 41 + 0000
3136	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_667186490726752	Ассалаумагалейкум, да будет благословен Рамадан, у меня такой вопрос, если иностранцы не могут платить за обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы идете в извинение, когда нет ситуации, у нас нет Каспия	2020-04-24T06: 16: 07 + 0000
3137	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_169110041003822	почему в курсе должно быть более одной страницы? Ограничено темами, которые могут не уместиться на такой странице	2020-04-24T06: 49: 35 + 0000
3138	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_609164243009545	объясните одно, как они поставят io, мы можем получить заявление об этом io, которое мы выставили на текущий момент, или обязательно дать сеанс	2020-04-24T06: 25: 30 + 0000
3139	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_576739752947268	Ассалаумагалейкум, да будет благословен Рамадан, у меня такой вопрос, если иностранцы не могут платить за обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы идете в извинение, когда нет ситуации, у нас нет Каспия	2020-04-24T06: 27: 57 + 0000
3140	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537827190249570	Пожалуйста, вычтите плату за обучение студента до конца мая. Мои родители безработные.	2020-04-24T06: 33: 53 + 0000
3141	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_106841467563217	Ассалаумагалейкум, да будет благословен Рамадан, у меня такой вопрос, если иностранцы не могут платить за обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы идете в извинение, когда нет ситуации, у нас нет Каспия	2020-04-24T06: 22: 30 + 0000
3142	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537822066916749	Ассалаумагалейкум, да будет благословен Рамадан, у меня такой вопрос, если иностранцы не могут платить за обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы идете в извинение, когда нет ситуации, у нас нет Каспия	2020-04-24T06: 23: 20 + 0000
3143	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_609170043008965	Расскажите, пожалуйста, что это за история с большими щенками ...	2020-04-24T06: 41: 30 + 0000
3144	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_2829658847089009	Расскажите, пожалуйста, что это за история с большими щенками ...	2020-04-24T06: 41: 44 + 0000
3145	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274291223590733	Расскажите, пожалуйста, что это за история с большими щенками ...	2020-04-24T06: 41: 57 + 0000
3146	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_106841607563203	Именно из-за сложности всех студентов можно отложить только для того, чтобы поступить в университет позже.	2020-04-24T06: 23: 07 + 0000
3147	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537820806916875	Ассалаумагалейкум, да будет благословен Рамадан, у меня такой вопрос, если иностранцы не могут платить за обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы идете в извинение, когда нет ситуации, у нас нет Каспия	2020-04-24T06: 20: 45 + 0000
3148	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_667186760726725	Ассалаумагалейкум, да будет благословен Рамадан, у меня такой вопрос, если иностранцы не могут платить за обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы идете в извинение, когда нет ситуации, у нас нет Каспия	2020-04-24T06: 16: 32 + 0000
3149	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274282496924939	Ассалаумагалейкум, да будет благословен Рамадан, у меня такой вопрос, если иностранцы не могут платить за обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы идете в извинение, когда нет ситуации, у нас нет Каспия	2020-04-24T06: 20: 32 + 0000
3150	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274282560258266	Ассалаумагалейкум, да будет благословен Рамадан, у меня такой вопрос, если иностранцы не могут платить за обучение из-за чрезвычайной ситуации, не откладывайте, например, граница закрыта, когда граница открыта, когда вы идете в извинение, когда нет ситуации, у нас нет Каспия	2020-04-24T06: 20: 37 + 0000
3151	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537821083583514	установить цену в два рубля	2020-04-24T06: 21: 17 + 0000
3153	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_106845680896129	na sch t balla po rk, если вы выберете этот вариант, в будущем будет невозможно получить грант ibo high gpa	2020-04-24T07: 12: 38 + 0000
3154	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274285673591288	Нам очень сложно написать эссе, особенно антиплагиат, многие люди могут не пройти, у некоторых из них есть технические проблемы, мы ходим на занятия, а у некоторых из них нет ноутбуков и планшетов, они просто входят в систему со своих смартфоны, так что давайте пройдем тот же тест и сдадим его в августе. или думаем, что вы скоро бросите учебу, когда начнутся и начнутся сентябрьские занятия	2020-04-24T06: 27: 34 + 0000
3155	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274283713591484	Здесь вы показали нам слайд с несколькими подборками экзаменов, в x из них проверяют антиплагиат в профессии, например, subd for is, как здесь на них пройти антиплагиат, если есть конкретные вопросы, мы задаем вам конкретные вопросы в Интернете и в книгах, и у нас есть множество таких вопросов, ответьте на это	2020-04-24T06: 23: 07 + 0000
3156	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537827533582869	Здесь вы показали нам слайд с несколькими подборками экзаменов, в x из них проверяют антиплагиат в профессии, например, subd for is, как здесь на них пройти антиплагиат, если есть конкретные вопросы, мы задаем вам конкретные вопросы в Интернете и в книгах, и у нас есть множество таких вопросов, ответьте на это	2020-04-24T06: 34: 43 + 0000
3157	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537826740249615	Здесь вы показали нам слайд с несколькими подборками экзаменов, в x из них проверяют антиплагиат в профессии, например, subd for is, как здесь на них пройти антиплагиат, если есть конкретные вопросы, мы задаем вам конкретные вопросы в Интернете и в книгах, и у нас есть множество таких вопросов, ответьте на это	2020-04-24T06: 32: 58 + 0000
3158	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_2829651710423056	Здесь вы показали нам слайд с несколькими подборками экзаменов, в x из них проверяют антиплагиат в профессии, например, subd for is, как здесь на них пройти антиплагиат, если есть конкретные вопросы, мы задаем вам конкретные вопросы в Интернете и в книгах, и у нас есть множество таких вопросов, ответьте на это	2020-04-24T06: 36: 43 + 0000
3159	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274286516924537	Здесь вы показали нам слайд с несколькими подборками экзаменов, в x из них проверяют антиплагиат в профессии, например, subd for is, как здесь на них пройти антиплагиат, если есть конкретные вопросы, мы задаем вам конкретные вопросы в Интернете и в книгах, и у нас есть множество таких вопросов, ответьте на это	2020-04-24T06: 29: 43 + 0000
3160	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_609166253009344	Уважаемые студенты, вы уже сдали экзамен в вузе, некоторые провалили, многие сдали, что карантин поменяли, в сети и что вы все еще можете прочитать в Интернете, мне кажется, вы легко можете это сделать с летающим слоном	2020-04-24T06: 30: 47 + 0000
3161	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_533066910713515	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 51: 49 + 0000
3162	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_169109067670586	Летний семестр оловянный	2020-04-24T06: 46: 17 + 0000
3163	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274283786924810	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 23: 18 + 0000
3164	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274284960258026	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 26: 01 + 0000
3165	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274282500258272	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 20: 33 + 0000
3166	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537823426916613	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 26: 05 + 0000
3167	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274286816924507	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 30: 27 + 0000
3168	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_609166079676028	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 30: 23 + 0000
3169	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537821170250172	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 21: 28 + 0000
3170	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274285073591348	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 26: 11 + 0000
3171	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537824556916500	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 28: 24 + 0000
3172	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274289663590889	допустим что будет в сети, а когда выйдет сама программа то что будет летом	2020-04-24T06: 37: 45 + 0000
3173	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537824356916520	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 28: 03 + 0000
3174	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537827616916194	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 34: 53 + 0000
3175	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_1897690967031389	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 37: 09 + 0000
3176	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_667182307393837	Комплект без ноутбука будет плохой жесть	2020-04-24T06: 09: 37 + 0000
3177	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537835690248720	Здравствуйте, а зачем курсам сертификат об антиплагиате из отчета о дипломной стажировке, ведь проводить исследования - это не дилемма или курсовая работа? С одной стороны, когда нас направляют на практику на предприятия, люди идут в один и тот же отдел . есть	2020-04-24T06: 51: 20 + 0000
3178	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_620870395438436	Жестяная банка может быть жестяной	2020-04-24T07: 24: 46 + 0000
3179	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_2829687793752781	na sch t balla po rk, если вы выберете этот вариант, в будущем будет невозможно получить грант ibo high gpa	2020-04-24T07: 05: 33 + 0000
3180	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_2829684007086493	Пожалуйста, ответьте на вопрос о сеансе, у студентов нет денег на погашение кредита, поэтому я буду только собирать ваши мысли.	2020-04-24T07: 02: 26 + 0000
3182	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_106842957563068	Курс полностью посвящен государственному экзамену	2020-04-24T06: 35: 03 + 0000
3183	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_106842707563093	Курс полностью посвящен государственному экзамену	2020-04-24T06: 32: 32 + 0000
3184	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_667186407393427	отменить сеанс	2020-04-24T06: 16: 00 + 0000
3185	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_620851285440347	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 54: 23 + 0000
3186	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_106844410896256	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 53: 10 + 0000
3187	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_609164419676194	пожалуйста, покажите средний балл для студентов или дайте студентам выбор между расширением и средним баллом	2020-04-24T06: 25: 58 + 0000
3188	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274285623591293	почему не все студенты сдают экзамен в форме теста, то есть не в форме теста, как студенты-заочники	2020-04-24T06: 27: 27 + 0000
3189	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_537825086916447	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 29: 28 + 0000
3190	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_2829649203756640	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 34: 42 + 0000
3191	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_576740826280494	В этом случае студенты еще не усвоили понятие карантина.	2020-04-24T06: 30: 49 + 0000
3192	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_305878887064984	Если не учитывать легкую сторону того, почему министр так сказал	2020-04-24T07: 03: 23 + 0000
3193	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_513424712660495	В других вузах сессию отменили, так почему бы ее не отменить	2020-04-24T06: 58: 41 + 0000
3199	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274292076923981	здравствуйте, пишу вам от лиц многих студентов, вопрос о сессии не наш, нас очень волнует вопрос второго иностранного языка, мы изучаем язык, который нам априори не подходит в профессиональной деятельности , язык университета, французский язык, но этого не произошло, мы не понимаем и не имеем желания изучать этот язык, который нас заставили, только потому, что нет сотрудников, нам нужно убрать его из обязательного дисциплины, или замените ее другим	2020-04-24T06: 44: 27 + 0000
3211	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_274283046924884	Пусть он ставит цену границы на все	2020-04-24T06: 21: 35 + 0000
3212	1849247698620787_667177344061000	2020-04-24T06: 00: 23 + 0000	https формы gle vd w kzr jsnwyca на русском	Жела страница Есеновского университета.	667177344061000_667185124060222	Если вы планируете перенести сессию в университет, не являющийся онлайн-университетом, отложите сессию, если вы с пониманием относитесь к ситуации со студентом.	2020-04-24T06: 14: 01 + 0000
